Time@Package_Name@Subscription_ID@Version@SFN@Sub-fn@CDRX_Event@Internal_Field_Mask
2022 Sep 15  07:21:15.082@LTE_ML1_CDRX_Events_Info@1@2@1001@4@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.082@LTE_ML1_CDRX_Events_Info@1@2@1001@7@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1001@9@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1002@2@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1002@2@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1002@5@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1002@7@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1003@0@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1003@0@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1003@3@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1007@3@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1007@6@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.144@LTE_ML1_CDRX_Events_Info@1@2@1007@7@INACTIVITY_TIMER_START@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1008@1@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1008@2@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1008@4@UL_RETX_TIMER_END@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1008@5@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1008@9@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1009@0@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1009@2@UL_RETX_TIMER_END@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1009@3@INACTIVITY_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1009@3@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1009@4@INACTIVITY_TIMER_START@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1009@5@INACTIVITY_TIMER_START@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1009@7@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1009@8@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1010@0@UL_RETX_TIMER_END@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1010@1@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1010@6@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1010@9@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1019@5@INACTIVITY_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1019@5@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1020@6@SHORT_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1020@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1020@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1020@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@1020@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@16@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@16@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@16@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@16@8@INACTIVITY_TIMER_START@ON_DURATION_TIMER:INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@16@8@ON_DURATION_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@17@2@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@17@5@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@18@0@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@18@3@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@18@8@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@19@1@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@19@6@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@19@9@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@26@7@INACTIVITY_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@26@7@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@28@6@SHORT_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@28@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@28@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@28@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@28@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@48@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@48@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@48@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@48@8@INACTIVITY_TIMER_START@ON_DURATION_TIMER:INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@48@8@INACTIVITY_TIMER_START@ON_DURATION_TIMER:INACTIVITY_TIMER
2022 Sep 15  07:21:15.793@LTE_ML1_CDRX_Events_Info@1@2@48@8@ON_DURATION_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@49@3@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@49@6@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@50@1@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@50@4@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@50@9@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@51@2@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@51@7@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@52@0@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@58@8@INACTIVITY_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@58@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@60@6@SHORT_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@60@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@60@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@60@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@60@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@80@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@80@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@80@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@80@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@80@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@112@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@112@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@112@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@112@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:16.444@LTE_ML1_CDRX_Events_Info@1@2@112@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@144@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@144@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@144@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@144@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@144@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@176@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@176@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@176@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@176@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@176@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@208@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@208@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@208@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@208@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@208@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@240@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@240@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@240@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@240@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:17.755@LTE_ML1_CDRX_Events_Info@1@2@240@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@272@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@272@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@272@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@272@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@272@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@304@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@304@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@304@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@304@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@304@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@336@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@336@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@336@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@336@8@ON_DURATION_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@336@8@CDRX_ON_2_OFF@NO_EVENTS
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@368@6@LONG_CYCLE_START@CYCLE_START
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@368@4@CDRX_OFF_2_ON@CYCLE_START
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@368@6@ON_DURATION_TIMER_START@ON_DURATION_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@368@7@INACTIVITY_TIMER_START@ON_DURATION_TIMER:INACTIVITY_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@368@8@INACTIVITY_TIMER_START@ON_DURATION_TIMER:INACTIVITY_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@368@8@ON_DURATION_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@369@3@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@369@6@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@370@1@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@370@4@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@370@9@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@371@2@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@371@7@UL_RETX_TIMER_START@INACTIVITY_TIMER:PENDING_UL_RETX
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@372@0@UL_RETX_TIMER_END@INACTIVITY_TIMER
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@378@8@INACTIVITY_TIMER_END@NO_EVENTS
2022 Sep 15  07:21:19.244@LTE_ML1_CDRX_Events_Info@1@2@378@8@CDRX_ON_2_OFF@NO_EVENTS
